"","prof","ein","fisyr","Accrual","age","FS_Totrev_adj","UNAgrand","HHI","GovtMoneyRat","FixedCostRat","EqRat_w","SurplusRat_ndrop_w892","ProfFundFeeYes","Subsector2","FY1998","FY1999","FY2000","FY2001","FY2002","FY2003","JustNowProfessionalized","waffle","D1","D2","D3","D4","D5","D6","AGE","Age2","Age3","Age4","Age5","EqRat_w_K"
"37286",0,760577193,2000,1,2,3728.63247863248,0,0.834369832759994,0,0,0,-6.76835413597953,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0
"37287",0,760577193,2001,1,3,127.725856697819,0,0.937074492696147,0,0,0,-6.76835413597953,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0
"37288",0,760577193,2002,0,4,0,0,0,0,0,0,-6.76835413597953,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0
"37289",0,760577193,2003,0,5,0,0,0,0,0,0,-6.76835413597953,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0
"37292",0,760577816,2003,0,5,26798,0,1,0,0.112367967638025,2770,0.00376879734318445,0,"Public",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,2.77
"37293",0,760577872,2001,0,3,34399.7923156802,0,0.994761281390885,0,0,7798,0.374727628136991,0,"Edu(Exclu Higher)",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,7.798
"37299",0,760579697,1998,0,0,0,0,0,0,0,17919,-6.76835413597953,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,17.919
"37300",1,760579697,1999,0,1,534683.977900552,296.355801104972,0.991190016723007,0,0.00575546845366039,306202,0.379844050940117,0,"Human Svcs",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,306.202
"37301",0,760579875,1998,0,0,0,0,0,0,0,11326,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,11.326
"37302",1,760579875,1999,0,1,259119.337016575,7.57458563535912,1,0,0,6855,-0.0190619213782389,0,"Other",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,6.855
"37303",0,760581137,1999,1,1,87600,21.0055248618785,0.976739579931007,0,0.0253306679080976,23.5760095011876,0.0787713326767065,1,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.0235760095011876
"37304",0,760581137,2000,1,2,75221.1538461538,7.65277777777778,0.50881583911274,0.035507833027966,0.0578816835655409,8.67631296891747,-0.168248988295865,1,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.00867631296891747
"37305",1,760581137,2001,1,3,128253.374870197,37.7289719626168,0.745024979066024,0,0.046237995293519,42.8089758342923,0.236184988453024,0,"Human Svcs",0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,64,256,1024,0.0428089758342923
"37309",0,760583219,1999,1,1,0,0,0,0,0,48.5256064690027,-6.76835413597953,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.0485256064690027
"37310",0,760583219,2000,1,2,64155.9829059829,19.207264957265,1,0,0.168813332216732,17978,0.00576070954164642,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,17.978
"37311",0,760583219,2001,1,3,49013.4994807892,46.3561786085151,1,0,0.0160198665822662,44641,0.379844050940117,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,44.641
"37312",0,760586335,1999,0,1,37520.4419889503,0,1,0,0,21.2782405864712,-1.07312768934625,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.0212782405864712
"37313",0,760586335,2000,0,2,34830.1282051282,0,1,0,0,24.7520826391203,-1.2177824040879,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.0247520826391203
"37314",0,760586335,2001,0,3,31123.5721703011,0,1,0,0,24.9536821059647,-1.12738393598257,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.0249536821059647
"37315",0,760586335,2002,0,4,35822.0858895706,0,1,0,0,27.6457847384205,-1.10649482925321,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.0276457847384205
"37316",0,760586335,2003,0,5,35504,0,1,0,0,383.214912280702,-1.09564850021124,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.383214912280702
"37317",0,770001741,1998,0,0,17323.927765237,0,0.335949278698383,0,0,63582,-0.881447197718602,0,"Arts",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,63.582
"37323",0,770063973,1998,0,0,21556.4334085779,0,0.463078716622639,0,0,0,-0.397024045064981,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37324",0,770063973,2000,0,2,29372.8632478632,0,0.444371464865068,0,0,61674,-0.0529230882038861,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,61.674
"37325",0,770063973,2001,0,3,20967.8089304258,0,0.364149263118935,0,0,69600,-0.764674159012722,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,69.6
"37326",0,770063973,2002,0,4,25086.9120654397,0,0.402392407322825,0,0,84045,0.090559993165954,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,84.045
"37327",1,770063973,2003,0,5,104739,0,0.832976442688025,0,0.00843572558875547,121562,0.179453885812488,0,"Human Svcs",0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,36,216,1296,7776,121.562
"37328",0,770165263,1999,0,1,13310.4972375691,0,1,0,0,33954,-0.731482069460994,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,33.954
"37329",0,770165263,2000,0,2,13381.4102564103,0,1,0,0,59669,-1.31815011668589,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,59.669
"37330",0,770165263,2001,0,3,12154.7248182762,0,1,0,0,78988,-1.61917793521131,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,78.988
"37331",0,770165263,2002,0,4,11416.1554192229,0,1,0,0,96706,-1.69156897855253,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,96.706
"37332",0,770165263,2003,0,5,12495,0,1,0,0,108621,-1.59931177976953,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,108.621
"37333",0,770193264,2002,0,4,0,0,1,0,0,0,-6.76835413597953,0,"Human Svcs",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,0
"37334",0,770215375,2002,0,4,14866.0531697342,0,0.897231711036316,0,0,15.3743243243243,-1.42132415881234,0,"Human Svcs",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,0.0153743243243243
"37335",0,770215375,2003,0,5,9814,0,0.83507463396306,0,0,8843,-3.3523178807947,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,8.843
"37341",0,770239816,2001,0,3,85517.1339563863,0,0.7658237524968,0,0,0,0.14926984145256,0,"Public",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0
"37342",0,770239816,2002,0,4,71331.2883435583,0,1,0,0,1.98969585876742,-0.302481668715461,0,"Public",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.00198969585876742
"37343",0,770239816,2003,0,5,70972,0,1,0,0,7.81222271517303,-0.243374240908515,0,"Public",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.00781222271517303
"37344",0,770268554,2000,0,2,25762.8205128205,0,0.862558930067389,0,0,19860,0.196141345761813,0,"Other",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,19.86
"37351",0,770292712,1998,0,0,71857.7878103837,0,0.953815683546421,0,0.131668836639351,121.352380952381,-0.0254153155849338,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.121352380952381
"37352",0,770302740,1998,0,0,1800.22573363431,0,1,0,0,119372,-6.76835413597953,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,119.372
"37353",0,770302740,1999,0,1,2171.27071823204,0,1,0,0,47072,-6.76835413597953,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,47.072
"37354",0,770302740,2000,0,2,81761.7521367521,78.457264957265,0.831345261551221,0,0.0817918931046517,73436,-0.0483217965842805,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,73.436
"37355",0,770302740,2001,0,3,70152.6479750779,84.4693665628245,0.799935172753095,0,0.116263833968974,81344,-0.265254252855433,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,81.344
"37356",1,770302740,2002,0,4,159094.069529652,131.28118609407,0.92471694147637,0,0.0905933649289099,128393,0.152446938229587,0,"Human Svcs",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,128.393
"37368",0,770328564,2002,0,4,0,0,0,0,0,15884,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,15.884
"37369",0,770328564,2003,0,5,0,0,0,0,0,12712,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,12.712
"37370",0,770340096,1998,0,0,41038.374717833,0,1,0,0,20570,-0.159955233214064,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,20.57
"37371",0,770340096,1999,0,1,38123.7569060773,0,1,0,0,0,-0.262415440091204,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0
"37372",0,770340096,2000,0,2,44388.8888888889,0,1,0,0,17813,-0.454838699118553,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,17.813
"37373",0,770340096,2001,0,3,47779.8546209761,0,1,0,0,17237,-0.324539782408709,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,17.237
"37374",0,770340096,2002,0,4,39420.245398773,0,1,0,0,17611,-0.463350941373676,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,17.611
"37375",0,770340096,2003,0,5,88563,0,0.492965934543707,0,0,17482,-0.385246827153245,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,17.482
"37378",0,770351785,2001,0,3,43119.4184839045,0,0.656457099340296,0,0,5.91206759968313,-0.0608317700367367,0,"Edu(Exclu Higher)",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0.00591206759968313
"37379",0,770351785,2002,0,4,83872.1881390593,0,0.693868437496828,0,0,20895,-0.153703922824966,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,20.895
"37380",0,770351785,2003,0,5,92794,0,0.662384355883629,0,0,5.50170832584068,-0.0359502128347432,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.00550170832584068
"37389",0,770376819,1999,0,1,72078.453038674,6.32707182320442,0.984787372065776,0.99233493277736,0,18.089552238806,0.0873331079323838,0,"Public",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.018089552238806
"37390",0,770376819,2000,0,2,53490.3846153846,1.55769230769231,1,1,0,2.2295358649789,-0.0918964184982582,0,"Public",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.0022295358649789
"37391",0,770376819,2001,0,3,0,0,0,0,0,20.3238512035011,-6.76835413597953,0,"Public",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.0203238512035011
"37392",1,770376819,2002,0,4,104928.425357873,27.2351738241309,1,0,0.0313134676211087,26636,-0.170715796530413,0,"Public",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,26.636
"37397",0,770388651,1998,0,0,51311.5124153499,0,1,0,0,33,-0.0690258423101428,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.033
"37398",0,770388651,1999,0,1,39560.2209944751,0,1,0,0,13,-0.155548690811542,0,"Health",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.013
"37399",0,770402426,2003,0,5,57153,0,1,0,0,53074,0.37664905343458,0,"Public",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,53.074
"37404",0,770405519,1998,1,0,252.821670428894,1.24943566591422,1,0,0.177827161758867,1.00044379956631,-6.76835413597953,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00100044379956631
"37405",0,770405519,2001,1,3,10690.5503634476,0,1,0,0.561261453228212,0,-1.2790485940946,0,"Health",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0
"37417",0,770413945,1999,0,1,55.2486187845304,0,1,0,0,18.2554838709677,-6.76835413597953,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.0182554838709677
"37418",0,770413945,2000,0,2,53.4188034188034,0,1,0,0,148.612903225806,-6.76835413597953,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.148612903225806
"37419",0,770413945,2002,0,4,0,0,0,0,0,13508,-6.76835413597953,0,"Human Svcs",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,13.508
"37420",0,770415803,1999,0,1,8188.95027624309,0,0.507555324670368,0,0,0,-2.76988102249017,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"37421",0,770415803,2000,0,2,7291.66666666667,0,0.959815910585142,0,0.0314167647300293,0,-4.3532585128252,1,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0
"37422",0,770415803,2001,0,3,19139.1484942887,0,0.507391897211861,0,0,0,-1.63411987100886,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0
"37423",0,770415803,2002,0,4,18969.3251533742,0,0.556784064037059,0,0,0,-1.51442113497898,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0
"37424",0,770415803,2003,0,5,22013,0,0.574602931849353,0,0,0,-0.923003543199782,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0
"37439",0,770419354,2000,0,2,10587.6068376068,0,0.583921794638121,0,0,17493,-2.47464659241065,0,"Arts",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,17.493
"37440",0,770419354,2001,0,3,7642.78296988577,0,1,0,0,17940,-3.89840799362801,0,"Arts",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,17.94
"37441",0,770419354,2002,0,4,2162.57668711656,0,1,0,0,28177,-6.76835413597953,0,"Arts",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,28.177
"37442",0,770419794,2000,1,2,0,0,1,0,0,4.00732984293194,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.00400732984293194
"37443",0,770419794,2002,0,4,0,0,1,0,0,0,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,0
"37444",0,770419794,2003,0,5,0,0,1,0,0,0,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0
"37445",0,770422186,1998,0,0,32872.460496614,0,0.782055296653097,0,0,125435,0.379844050940117,0,"Public",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,125.435
"37446",0,770422186,2001,0,3,80572.1703011423,0,0.459778138262152,0.478470441159413,0.0422660824382489,77154,0.00289930801209399,0,"Public",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,77.154
"37447",0,770422186,2002,0,4,74158.4867075665,0,0.483452940461527,0.446454423869731,0.0411909506505685,64371,-0.17623574174369,0,"Public",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,64.371
"37448",0,770422186,2003,0,5,84697,0,0.498842266566253,0.554919300565545,0.0492519295199599,75345,0.129578030177808,0,"Public",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,75.345
"37452",0,770430212,1999,0,1,25408.8397790055,0,1,0,0,0,0.294396110959756,0,"Arts",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"37453",0,770430212,2001,0,3,15154.7248182762,0,1,0,0,18277,-0.513124767770908,0,"Arts",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,18.277
"37454",0,770430212,2002,0,4,31067.4846625767,0,0.913467977190539,0,0,37419,0.347341966151827,0,"Arts",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,37.419
"37455",0,770430212,2003,0,5,26294,0,0.624487102094703,0,0,44857,-0.498992203841034,0,"Arts",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,44.857
"37456",0,770431278,1999,0,1,0,0,0,0,0,3356,-6.76835413597953,0,"Arts",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,3.356
"37457",0,770431278,2000,0,2,2072.64957264957,0,1,0,0,12906,-6.76835413597953,0,"Arts",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,12.906
"37458",0,770431278,2002,0,4,0,0,0,0,0,782,-6.76835413597953,0,"Arts",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,0.782
"37459",0,770433542,2000,1,2,0,0,0,0,0,4.7266395821242,-6.76835413597953,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.0047266395821242
"37460",0,770433542,2001,1,3,29699.8961578401,0,1,0,0,2.08234826661369,-0.395428698372905,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00208234826661369
"37461",0,770433542,2003,1,5,61819,-4.95,0.763981060650811,0.133955579999676,0.0211822022429599,0.837730654518043,-0.374587512131996,0,"Human Svcs",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,0.000837730654518043
"37467",0,770435881,2001,0,3,0,0,0,0,0,6449,-6.76835413597953,0,"Other",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,6.449
"37468",0,770435881,2002,0,4,0,0,0,0,0,1388,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,1.388
"37469",0,770435881,2003,0,5,0,0,0,0,0,80353,-6.76835413597953,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,80.353
"37477",0,770438714,1998,0,0,0,0,0,0,0,0,-6.76835413597953,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37478",1,770438714,1999,0,1,290406.629834254,1.70055248618785,1,0,0.00107777565450029,1.68325188804976,0.00444756818387942,0,"Health",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00168325188804976
"37479",0,770439765,2002,0,4,36734.1513292434,0,0.52341987778699,0,0.111721736755871,28921,0.184568209438601,0,"Arts",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,28.921
"37480",0,770439765,2003,0,5,35090,0,0.568815542575214,0,0.104911637803653,31676,0.0357071613804109,0,"Arts",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,31.676
"37481",0,770439991,1999,0,1,30678.453038674,0,0.907892450638914,0,0,54313,-0.0177596501770851,0,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,54.313
"37482",0,770439991,2000,0,2,70201.9230769231,0,0.959091321834453,0,0,89305,0.237162550272458,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,89.305
"37483",0,770439991,2001,0,3,71029.0758047767,0,1,0,0,114180,-0.00124319531590043,0,"Edu(Exclu Higher)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,114.18
"37484",0,770439991,2002,0,4,76082.8220858896,0,1,0,0,7.84042096219931,0.074263938097119,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.00784042096219931
"37485",1,770439991,2003,0,5,174025,0,0.971524984886655,0,0,4.91006711409396,0.121636996770597,0,"Edu(Exclu Higher)",0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,36,216,1296,7776,0.00491006711409396
"37486",0,770441644,1998,0,0,0,0,0,0,0,9746,-6.76835413597953,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,9.746
"37487",0,770442212,1998,0,0,57054.1760722348,0,0.993787659103333,0,0,0,-0.243024701881585,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37488",1,770442212,1999,0,1,184142.541436464,24.0276243093923,0.560588498462916,0.0275954743422079,0.0364494303151628,4.82547501759324,0.0767651502711628,1,"Human Svcs",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00482547501759324
"37489",0,770444208,2001,0,3,32724.8182762201,96.3011422637591,0.775634838043253,0,0,92738,0.379844050940117,0,"Human Svcs",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,92.738
"37490",0,770444208,2002,0,4,36841.5132924335,88.6257668711656,0.843144423137166,0,0,86676,-0.168212302971544,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,86.676
"37491",0,770444288,2000,0,2,0,0,1,0,0,8.65347334410339,-6.76835413597953,0,"Arts",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.00865347334410339
"37492",0,770444288,2001,0,3,0,0,1,0,0,1.10890652557319,-6.76835413597953,0,"Arts",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00110890652557319
"37493",0,770444288,2003,0,5,87269,0,0.665744297644613,0,0.0153605592347314,43473,-0.245788930904091,0,"Arts",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,43.473
"37496",0,770445028,1998,0,0,60420.993227991,0,0.992963864183045,0,0,4831,0.0474257743964262,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,4.831
"37497",0,770445028,1999,0,1,58709.3922651934,0,1,0,0,0,-0.0113695082171773,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0
"37498",0,770445028,2000,0,2,31040.5982905983,0,0.975787057717205,0,0.00161603102779573,2655,-0.0648793031242609,1,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,2.655
"37499",0,770445028,2001,0,3,30473.5202492212,0,1,0,0,2202,-0.0174476997841309,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,2.202
"37500",0,770445028,2002,0,4,49239.263803681,0,1,0,0,1123,-0.0259572351072362,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,1.123
"37501",0,770445028,2003,0,5,61124,0,0.912074670337812,0,0,11,-0.0198282208588957,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.011
"37502",0,770446004,1998,1,0,46229.1196388262,40.9097065462754,0.58934502155599,0,0.0513233830845771,23.0602556299452,-0.226810055086579,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.0230602556299452
"37503",0,770446004,1999,1,1,68255.2486187845,54.3480662983425,1,0,0.0598378112712975,16.7137380191693,0.209478807558226,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.0167137380191693
"37504",1,770446004,2001,1,3,111159.916926272,91.1391484942887,0.65441672599907,0,0.0581539735099338,71.8361581920904,0.379844050940117,0,"Other",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0.0718361581920904
"37512",0,770447795,1998,0,0,14837.4717832957,0,0.579880794013681,0,0,1.94272997032641,-2.91857052689131,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00194272997032641
"37513",0,770448018,1998,0,0,64388.2618510158,0,1,0,0.0143686050555525,1.34480788458792,0.0423476454912721,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00134480788458792
"37514",0,770448018,1999,0,1,55075.138121547,0,1,0,0.0222733655796536,1.09652131308182,-0.0286513466390726,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.00109652131308182
"37515",0,770448018,2000,0,2,80321.5811965812,0,1,0,0.0454481158764286,1.57008858780615,0.0596677372075121,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.00157008858780615
"37516",0,770448018,2001,0,3,71676.0124610592,0,1,0,0.0204201001221421,3.68542829012143,0.157855397908725,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00368542829012143
"37517",0,770448018,2002,0,4,71869.1206543967,0,1,0,0.1074416556583,11.5243993993994,0.0307157403825105,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.0115243993993994
"37518",0,770448018,2003,0,5,74246,0,1,0,0.0727382976760127,5.26497655843028,-0.0217382520505879,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.00526497655843028
"37519",0,770448921,1998,0,0,451.467268623025,0,0.961614101729322,0,0,0,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"37520",0,770448921,1999,0,1,90004.4198895028,13.2110497237569,0.627580295184361,0,0,2.23796210003107,-0.551361455765003,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.00223796210003107
"37521",0,770449599,1998,0,0,81125.2821670429,0,1,0,0,6.08891136447223,-0.504496111641347,0,"Public",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00608891136447223
